GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
1,1,google.com,com,500747,2746626,google.com,com,1,1,500731,2748699
2,2,facebook.com,com,499930,2923245,facebook.com,com,2,2,499732,2924204
3,3,youtube.com,com,456194,2419085,youtube.com,com,3,3,456008,2420326
4,4,twitter.com,com,443561,2336378,twitter.com,com,4,4,443439,2337121
5,5,instagram.com,com,363101,1786588,instagram.com,com,5,5,362855,1785765
6,6,linkedin.com,com,348779,1541006,linkedin.com,com,6,6,348506,1541002
7,7,microsoft.com,com,308084,1041943,microsoft.com,com,7,7,308184,1043757
8,8,apple.com,com,298893,1039628,apple.com,com,8,8,298748,1040111
9,1,wikipedia.org,org,290176,1123574,wikipedia.org,org,9,1,289792,1123389
10,9,googletagmanager.com,com,250320,888612,googletagmanager.com,com,10,9,250172,888796
11,1,youtu.be,be,248423,883205,youtu.be,be,11,1,248183,883117
12,10,plus.google.com,com,244402,1016833,plus.google.com,com,12,10,244487,1017194
13,2,en.wikipedia.org,org,243263,838979,en.wikipedia.org,org,13,2,242952,838729
14,11,pinterest.com,com,232462,986986,pinterest.com,com,14,11,232172,986806
15,12,vimeo.com,com,228867,881314,vimeo.com,com,15,12,228730,881850
16,13,play.google.com,com,228584,694420,play.google.com,com,16,13,228308,694456
17,14,maps.google.com,com,216590,787567,maps.google.com,com,17,14,216350,787773
18,15,adobe.com,com,215956,639039,adobe.com,com,18,15,215897,639861
19,1,goo.gl,gl,212323,726798,goo.gl,gl,19,1,212196,726678
20,16,itunes.apple.com,com,207934,587023,itunes.apple.com,com,20,16,207765,587408
21,17,wordpress.com,com,205843,710774,wordpress.com,com,21,17,205444,710295
22,1,bit.ly,ly,203161,654806,bit.ly,ly,22,1,203080,655046
23,18,github.com,com,200160,555381,github.com,com,23,18,199966,555884
24,3,wordpress.org,org,197631,801088,wordpress.org,org,24,3,197397,801105
25,19,blogspot.com,com,194619,658429,blogspot.com,com,25,19,194361,658063
26,20,player.vimeo.com,com,191875,701863,player.vimeo.com,com,26,20,191728,702309
27,21,docs.google.com,com,191027,593630,docs.google.com,com,27,21,190932,593682
28,22,amazon.com,com,186811,594878,amazon.com,com,28,22,186645,594732
29,4,mozilla.org,org,169491,506801,mozilla.org,org,29,4,171014,511883
30,23,yahoo.com,com,169328,474090,yahoo.com,com,30,23,169237,474370
31,24,tumblr.com,com,162413,560162,tumblr.com,com,31,24,162252,560034
32,25,drive.google.com,com,158109,462503,drive.google.com,com,32,25,158076,462726
33,26,support.google.com,com,151969,512111,support.google.com,com,33,26,151700,511944
34,27,flickr.com,com,146868,443227,flickr.com,com,34,27,146667,443470
35,1,europa.eu,eu,144229,482328,europa.eu,eu,35,1,144171,482858
36,28,gravatar.com,com,142805,488953,gravatar.com,com,36,28,142433,488058
37,29,apps.apple.com,com,141307,339463,apps.apple.com,com,37,29,140997,339373
38,30,reddit.com,com,135759,437597,reddit.com,com,38,30,135401,437456
39,31,nytimes.com,com,135271,386574,nytimes.com,com,39,31,135296,388395
40,32,go.microsoft.com,com,133423,357502,go.microsoft.com,com,40,32,133475,359019
41,5,apache.org,org,132945,276027,apache.org,org,41,5,132863,276220
42,33,whatsapp.com,com,132364,471891,whatsapp.com,com,42,33,132106,471527
43,34,qq.com,com,130598,956673,qq.com,com,43,34,130471,958325
44,35,sites.google.com,com,130318,337892,sites.google.com,com,44,35,130110,338001
45,36,amazonaws.com,com,130109,313477,amazonaws.com,com,45,36,130032,313484
46,1,nih.gov,gov,128738,350090,nih.gov,gov,46,1,128607,350065
47,6,w3.org,org,128606,294219,w3.org,org,47,6,128567,294513
48,37,soundcloud.com,com,127822,396959,soundcloud.com,com,48,37,127680,396872
49,38,support.microsoft.com,com,127107,329313,support.microsoft.com,com,49,38,126669,328386
50,1,t.co,co,123778,365730,t.co,co,50,1,123603,366007
51,39,forbes.com,com,121253,322307,forbes.com,com,51,39,121029,322254
52,40,medium.com,com,119924,313594,medium.com,com,52,40,119621,313464
53,1,github.io,io,118925,275298,github.io,io,54,1,118522,274923
54,1,sourceforge.net,net,118686,258015,sourceforge.net,net,53,1,118657,258153
55,41,baidu.com,com,116809,634706,baidu.com,com,55,41,116757,635845
56,42,theguardian.com,com,115455,316498,theguardian.com,com,56,42,115198,316377
57,43,macromedia.com,com,114387,273975,macromedia.com,com,57,43,114335,274263
58,2,ec.europa.eu,eu,113744,366124,ec.europa.eu,eu,59,2,113748,366815
59,44,support.apple.com,com,113738,334414,support.apple.com,com,58,44,113880,334965
60,45,cnn.com,com,113627,299961,cnn.com,com,60,45,113427,300129
61,46,api.whatsapp.com,com,113358,398118,api.whatsapp.com,com,61,46,113056,397810
62,47,dropbox.com,com,112040,287398,dropbox.com,com,62,47,111929,287906
63,2,www.ncbi.nlm.nih.gov,gov,112009,293789,www.ncbi.nlm.nih.gov,gov,63,2,111777,293750
64,7,archive.org,org,111438,295118,archive.org,org,64,7,111407,295362
65,8,creativecommons.org,org,110264,269827,creativecommons.org,org,65,8,110178,269995
66,1,bbc.co.uk,uk,109123,290373,bbc.co.uk,uk,66,1,109057,290545
67,48,virginmedia.com,com,107645,257386,virginmedia.com,com,67,48,108007,258980
68,1,who.int,int,107325,258910,who.int,int,68,1,107122,259089
69,1,zoom.us,us,107000,262819,zoom.us,us,69,1,106870,263020
70,49,policies.google.com,com,105046,348465,policies.google.com,com,70,49,104848,347705
71,50,issuu.com,com,105036,270711,issuu.com,com,71,50,104825,270956
72,51,wixsite.com,com,104946,269395,wixsite.com,com,72,51,104793,269620
73,52,weebly.com,com,104270,270183,weebly.com,com,74,53,104275,270572
74,53,vk.com,com,104232,374367,vk.com,com,73,52,104303,374796
75,54,get.adobe.com,com,103995,238362,get.adobe.com,com,75,54,103940,237673
76,55,l.facebook.com,com,103038,294486,l.facebook.com,com,76,55,102856,294461
77,56,paypal.com,com,102853,299121,paypal.com,com,77,56,102785,299331
78,57,m.facebook.com,com,101615,292805,m.facebook.com,com,78,57,101475,292966
79,1,forms.gle,gle,100948,242848,forms.gle,gle,79,1,100709,242702
80,58,spotify.com,com,100779,286945,spotify.com,com,80,58,100648,287166
81,59,tinyurl.com,com,99715,246558,tinyurl.com,com,81,59,99600,246669
82,60,cloudflare.com,com,99326,355986,cloudflare.com,com,85,61,97552,351563
83,9,httpd.apache.org,org,98992,196146,httpd.apache.org,org,82,9,99040,196294
84,3,cdc.gov,gov,98388,256945,cdc.gov,gov,83,3,98211,257064
85,61,bbc.com,com,98380,249600,bbc.com,com,84,60,98203,250095
86,2,php.net,net,97165,202621,php.net,net,86,2,97082,202767
87,62,youtube-nocookie.com,com,96721,261039,youtube-nocookie.com,com,87,62,96538,261315
88,63,reuters.com,com,95729,233748,reuters.com,com,88,63,95578,233971
89,64,washingtonpost.com,com,95619,246082,washingtonpost.com,com,89,64,95412,246230
90,10,support.mozilla.org,org,95172,298790,support.mozilla.org,org,90,10,95005,298784
91,65,oracle.com,com,95150,183719,oracle.com,com,91,65,94184,181923
92,66,msn.com,com,93865,221687,msn.com,com,92,66,93822,221802
93,67,wsj.com,com,93636,227673,wsj.com,com,94,68,93472,228005
94,68,opera.com,com,92954,247859,opera.com,com,95,69,92847,247950
95,69,bloomberg.com,com,92934,222862,bloomberg.com,com,96,70,92749,223127
96,70,imdb.com,com,92895,246880,imdb.com,com,97,71,92638,246885
97,71,weibo.com,com,92495,351208,weibo.com,com,98,72,92458,351861
98,11,web.archive.org,org,92395,229514,web.archive.org,org,99,11,92391,229769
99,72,developers.google.com,com,92201,266157,developers.google.com,com,100,73,92232,266778
100,1,harvard.edu,edu,91305,217077,harvard.edu,edu,101,1,91206,217252
101,12,gnu.org,org,91279,192462,gnu.org,org,102,12,90901,191326
102,73,bing.com,com,90818,219880,bing.com,com,103,74,90777,220141
103,13,wikimedia.org,org,90316,228203,wikimedia.org,org,104,13,90202,228216
104,74,sciencedirect.com,com,90042,206726,sciencedirect.com,com,105,75,89875,206902
105,2,mit.edu,edu,89353,192701,mit.edu,edu,106,2,89261,192815
106,75,open.spotify.com,com,89323,247998,open.spotify.com,com,107,76,89198,248258
107,3,slideshare.net,net,89140,201133,slideshare.net,net,108,3,89079,201399
108,76,wp.com,com,88633,287014,wp.com,com,109,77,88048,285775
109,77,businessinsider.com,com,86968,213536,businessinsider.com,com,110,78,86749,213594
110,78,accounts.google.com,com,86684,199684,accounts.google.com,com,93,67,93473,216677
111,79,ibm.com,com,86171,167583,ibm.com,com,111,79,85755,166864
112,3,stanford.edu,edu,85110,182958,stanford.edu,edu,112,3,84950,183186
113,80,w.soundcloud.com,com,84791,238869,w.soundcloud.com,com,113,80,84616,238765
114,81,list-manage.com,com,83984,213214,list-manage.com,com,114,81,83900,213369
115,82,wiley.com,com,83816,186079,wiley.com,com,116,83,83710,186395
116,83,wix.com,com,83501,196105,wix.com,com,117,84,83267,195886
117,84,windows.microsoft.com,com,83422,208298,windows.microsoft.com,com,115,82,83728,209660
118,85,live.com,com,82881,179900,live.com,com,120,86,82481,178914
119,86,wpa.qq.com,com,82865,549171,wpa.qq.com,com,118,85,82818,550273
120,2,telegraph.co.uk,uk,82820,205617,telegraph.co.uk,uk,119,2,82591,205763
121,87,go.com,com,82301,203501,go.com,com,121,87,82169,203468
122,14,nginx.org,org,82192,161279,nginx.org,org,122,14,82169,161285
123,88,nature.com,com,81424,179723,nature.com,com,123,88,81273,179879
124,15,un.org,org,81215,176896,un.org,org,124,15,81003,176915
125,4,cpanel.net,net,80555,314813,cpanel.net,net,125,4,80501,314824
126,89,usatoday.com,com,80359,197034,usatoday.com,com,126,89,80174,197219
127,4,nasa.gov,gov,80227,175850,nasa.gov,gov,127,4,80101,176030
128,90,office.com,com,79942,157701,office.com,com,129,90,79649,157600
129,3,dailymail.co.uk,uk,79808,201895,dailymail.co.uk,uk,128,3,79727,202232
130,91,time.com,com,79457,190549,time.com,com,130,91,79234,190738
131,92,eventbrite.com,com,79375,194155,eventbrite.com,com,134,94,78530,191965
132,16,doi.org,org,79093,166371,doi.org,org,131,16,78954,166449
133,93,cnet.com,com,78969,176341,cnet.com,com,132,92,78768,176452
134,94,huffingtonpost.com,com,78814,200245,huffingtonpost.com,com,133,93,78639,200469
135,17,validator.w3.org,org,78517,168524,validator.w3.org,org,135,17,78480,168720
136,95,surveymonkey.com,com,78021,164366,surveymonkey.com,com,136,95,77972,164588
137,96,cpanel.com,com,77762,301392,cpanel.com,com,137,96,77721,301422
138,97,myspace.com,com,77680,192947,myspace.com,com,138,97,77576,192986
139,98,nginx.com,com,77351,149724,nginx.com,com,139,98,77333,149762
140,1,wa.me,me,77239,237692,wa.me,me,140,1,77053,237480
141,99,ted.com,com,76775,179365,ted.com,com,141,99,76754,179642
142,100,mail.google.com,com,76355,169401,mail.google.com,com,180,123,68068,151087
143,101,ebay.com,com,75957,183090,ebay.com,com,142,100,76059,183592
144,102,cnbc.com,com,75918,177114,cnbc.com,com,143,101,75690,177333
145,103,bp.blogspot.com,com,75726,202834,bp.blogspot.com,com,145,102,75307,202378
146,2,t.me,me,75555,223208,t.me,me,144,2,75427,223201
147,4,www.gov.uk,uk,75505,182287,www.gov.uk,uk,147,4,75143,182001
148,18,npr.org,org,75134,187178,npr.org,org,148,18,74899,187246
149,104,bitly.com,com,75101,164986,bitly.com,com,146,103,75199,165508
150,105,springer.com,com,74866,158105,springer.com,com,149,104,74822,158312
151,5,researchgate.net,net,74858,166114,researchgate.net,net,150,5,74654,166094
152,106,wired.com,com,74556,169437,wired.com,com,151,105,74365,169518
153,107,mysql.com,com,74153,137589,mysql.com,com,152,106,74079,137759
154,108,aol.com,com,73430,151845,aol.com,com,154,108,73104,151414
155,109,chrome.google.com,com,73222,156296,chrome.google.com,com,153,107,73108,156481
156,110,onlinelibrary.wiley.com,com,73097,157652,onlinelibrary.wiley.com,com,155,109,72997,158000
157,111,mp.weixin.qq.com,com,72654,243478,mp.weixin.qq.com,com,156,110,72619,243853
158,112,hp.com,com,72477,137808,hp.com,com,157,111,72371,137730
159,113,blogger.com,com,72274,184892,blogger.com,com,159,113,71897,184141
160,114,i0.wp.com,com,72128,232548,i0.wp.com,com,158,112,71910,232100
161,5,independent.co.uk,uk,71790,172978,independent.co.uk,uk,160,5,71607,173182
162,115,fpdownload.macromedia.com,com,71532,151734,fpdownload.macromedia.com,com,161,114,71504,151844
163,116,i1.wp.com,com,71402,229210,i1.wp.com,com,163,116,71144,228917
164,117,imgur.com,com,71383,171350,imgur.com,com,162,115,71247,171451
165,118,i2.wp.com,com,71099,228588,i2.wp.com,com,165,117,70841,228129
166,19,debian.org,org,71051,132231,debian.org,org,164,19,71098,132360
167,6,cloudfront.net,net,70829,149073,cloudfront.net,net,168,6,70570,149113
168,119,techcrunch.com,com,70793,157022,techcrunch.com,com,167,118,70638,157199
169,20,sitemaps.org,org,70626,211421,sitemaps.org,org,169,20,70533,211325
170,1,sina.com.cn,cn,70604,236543,sina.com.cn,cn,166,1,70711,237295
171,1,amzn.to,to,70269,213521,amzn.to,to,170,1,70133,213572
172,120,hugedomains.com,com,69738,139545,hugedomains.com,com,171,119,70077,140463
173,4,berkeley.edu,edu,69707,145219,berkeley.edu,edu,172,4,69564,145449
174,1,arnebrachhold.de,de,69346,208838,arnebrachhold.de,de,173,1,69282,208765
175,121,googleusercontent.com,com,68995,161770,googleusercontent.com,com,174,120,68855,161606
176,1,gc.ca,ca,68823,148776,gc.ca,ca,175,1,68792,149097
177,122,etsy.com,com,68765,182893,etsy.com,com,177,121,68523,183001
178,21,commons.wikimedia.org,org,68670,159951,commons.wikimedia.org,org,176,21,68608,160103
179,7,themeforest.net,net,68438,192126,themeforest.net,net,178,7,68484,192470
180,123,edition.cnn.com,com,68365,157136,edition.cnn.com,com,179,122,68230,157291
181,124,dailymotion.com,com,68007,170859,dailymotion.com,com,181,124,67926,171054
182,125,latimes.com,com,67877,162433,latimes.com,com,183,126,67669,162644
183,126,addtoany.com,com,67792,185797,addtoany.com,com,182,125,67671,185837
184,127,statcounter.com,com,67528,176601,statcounter.com,com,184,127,67447,176552
185,8,behance.net,net,67121,168060,behance.net,net,185,8,67033,168124
186,128,yelp.com,com,66923,190301,yelp.com,com,186,128,66768,190412
187,129,youku.com,com,66685,220111,youku.com,com,187,129,66705,220540
188,6,amazon.co.uk,uk,66365,166811,amazon.co.uk,uk,189,6,66254,166986
189,2,beian.gov.cn,cn,66347,279494,beian.gov.cn,cn,188,2,66329,279930
190,130,ft.com,com,66071,143303,ft.com,com,191,130,65989,143489
191,1,free.fr,fr,65892,148230,free.fr,fr,190,1,66015,148602
192,5,loc.gov,gov,65686,132211,loc.gov,gov,192,5,65670,132420
193,22,ietf.org,org,65465,117067,ietf.org,org,193,22,65451,117239
194,131,s3.amazonaws.com,com,65369,139038,s3.amazonaws.com,com,194,131,65321,139148
195,132,nationalgeographic.com,com,65161,146028,nationalgeographic.com,com,195,132,65158,146161
196,133,godaddy.com,com,64828,145541,godaddy.com,com,197,133,64625,144314
197,5,cornell.edu,edu,64726,138862,cornell.edu,edu,196,5,64665,139100
198,134,theverge.com,com,64437,142236,theverge.com,com,198,134,64266,142279
199,135,baike.baidu.com,com,64291,257305,baike.baidu.com,com,199,135,64254,257688
200,136,xinhuanet.com,com,64249,181322,xinhuanet.com,com,200,136,64240,181557
201,6,washington.edu,edu,63805,118664,washington.edu,edu,201,6,63736,118823
202,137,theatlantic.com,com,63734,148545,theatlantic.com,com,202,137,63601,148653
203,138,outlook.com,com,63508,128757,outlook.com,com,204,139,63326,128708
204,139,digg.com,com,63429,152445,digg.com,com,205,140,63285,152492
205,140,mailchimp.com,com,63384,156644,mailchimp.com,com,203,138,63335,156789
206,141,unsplash.com,com,63270,156631,unsplash.com,com,206,141,63140,156634
207,142,scribd.com,com,63023,142540,scribd.com,com,207,142,62947,142858
208,143,taobao.com,com,62512,185565,taobao.com,com,208,143,62471,185856
209,144,about.com,com,62334,137102,about.com,com,209,144,62243,137276
210,145,jimdo.com,com,62273,156346,jimdo.com,com,212,147,62007,155802
211,146,akismet.com,com,62235,186643,akismet.com,com,210,145,62077,186497
212,147,kickstarter.com,com,62059,142869,kickstarter.com,com,214,148,61901,143088
213,148,skype.com,com,62044,140809,skype.com,com,211,146,62067,140941
214,149,cbsnews.com,com,62042,143032,cbsnews.com,com,215,149,61869,143214
215,7,google.co.uk,uk,62000,154575,google.co.uk,uk,213,7,61948,154806
216,150,prnewswire.com,com,61807,132802,prnewswire.com,com,216,150,61650,132968
217,6,ca.gov,gov,61638,144326,ca.gov,gov,217,6,61543,144659
218,151,livejournal.com,com,61569,146916,livejournal.com,com,218,151,61475,146923
219,152,1.bp.blogspot.com,com,61511,159560,1.bp.blogspot.com,com,220,152,61036,158970
220,2,google.de,de,61367,214325,google.de,de,219,2,61367,214639
221,153,samsung.com,com,60952,124439,samsung.com,com,221,153,60814,124693
222,154,goodreads.com,com,60782,144893,goodreads.com,com,223,154,60670,144889
223,7,fda.gov,gov,60748,131775,fda.gov,gov,222,7,60704,132073
224,155,fb.com,com,60495,139366,fb.com,com,225,156,60374,139502
225,156,tripadvisor.com,com,60484,148502,tripadvisor.com,com,224,155,60431,148714
226,9,launchpad.net,net,60276,101785,launchpad.net,net,227,9,60288,101805
227,157,163.com,com,60270,187188,163.com,com,226,157,60313,187536
228,158,youronlinechoices.com,com,59905,181460,youronlinechoices.com,com,228,158,59955,181892
229,7,princeton.edu,edu,59742,110878,princeton.edu,edu,229,7,59711,110947
230,159,squarespace.com,com,59720,135878,squarespace.com,com,230,159,59672,136152
231,1,mailchi.mp,mp,59643,134767,mailchi.mp,mp,231,1,59588,134733
232,160,stackoverflow.com,com,59560,113522,stackoverflow.com,com,232,160,59514,113624
233,161,typepad.com,com,59214,136829,typepad.com,com,233,161,59170,136910
234,1,aboutads.info,info,59060,168943,aboutads.info,info,234,1,59038,169347
235,162,stumbleupon.com,com,58897,148444,stumbleupon.com,com,235,162,58822,148506
236,23,sciencemag.org,org,58737,119686,sciencemag.org,org,237,23,58616,119844
237,163,foxnews.com,com,58735,134678,foxnews.com,com,236,163,58638,134924
238,1,twitch.tv,tv,58617,135044,twitch.tv,tv,238,1,58534,135168
239,164,shopify.com,com,58591,132097,shopify.com,com,239,164,58494,132232
240,165,nbcnews.com,com,58496,134835,nbcnews.com,com,240,165,58354,135104
241,166,addthis.com,com,58214,121253,addthis.com,com,242,167,58054,121318
242,167,v.qq.com,com,58200,201458,v.qq.com,com,241,166,58235,201948
243,24,change.org,org,58046,136157,change.org,org,243,24,57956,136431
244,25,fr.wikipedia.org,org,57993,135452,fr.wikipedia.org,org,244,25,57848,135553
245,168,webmd.com,com,57955,145947,webmd.com,com,246,169,57814,146021
246,169,economist.com,com,57917,119801,economist.com,com,245,168,57829,119965
247,170,tandfonline.com,com,57624,116969,tandfonline.com,com,247,170,57485,117067
248,171,huffpost.com,com,57551,136419,huffpost.com,com,248,171,57388,136390
249,172,statista.com,com,57309,125809,statista.com,com,250,173,57192,125973
250,173,marriott.com,com,56951,118129,marriott.com,com,249,172,57261,119203
251,174,2.bp.blogspot.com,com,56837,141446,2.bp.blogspot.com,com,254,175,56486,140878
252,26,allaboutcookies.org,org,56740,137362,allaboutcookies.org,org,251,26,56714,137482
253,175,4.bp.blogspot.com,com,56679,141088,4.bp.blogspot.com,com,255,176,56318,140599
254,27,unesco.org,org,56640,113903,unesco.org,org,252,27,56577,113997
255,176,3.bp.blogspot.com,com,56579,140909,3.bp.blogspot.com,com,258,177,56256,140411
256,177,oup.com,com,56549,114935,oup.com,com,253,174,56526,115133
257,8,whitehouse.gov,gov,56413,118736,whitehouse.gov,gov,257,8,56298,119074
258,28,networkadvertising.org,org,56356,144393,networkadvertising.org,org,256,28,56316,144693
259,178,mashable.com,com,56298,123197,mashable.com,com,259,178,56193,123328
260,179,bandcamp.com,com,56195,138482,bandcamp.com,com,260,179,56146,138563
261,180,usnews.com,com,56086,125950,usnews.com,com,262,181,56008,126292
262,181,eepurl.com,com,56034,135971,eepurl.com,com,261,180,56020,136131
263,182,feedburner.com,com,55987,134251,feedburner.com,com,263,182,55882,134139
264,183,webs.com,com,55894,119048,webs.com,com,264,183,55816,119253
265,29,pbs.org,org,55738,127153,pbs.org,org,266,29,55612,127357
266,184,sohu.com,com,55655,164035,sohu.com,com,265,184,55755,164367
267,185,translate.google.com,com,55628,113116,translate.google.com,com,267,185,55581,113239
268,9,usda.gov,gov,55609,121724,usda.gov,gov,268,9,55539,121978
269,186,buzzfeed.com,com,55595,127272,buzzfeed.com,com,270,187,55428,127458
270,187,deviantart.com,com,55490,124834,deviantart.com,com,269,186,55463,124819
271,188,booking.com,com,55414,130839,booking.com,com,271,188,55350,130991
272,189,sagepub.com,com,55251,112019,sagepub.com,com,272,189,55123,112202
273,30,hbr.org,org,55069,114539,hbr.org,org,273,30,54962,114744
274,190,giphy.com,com,54887,123621,giphy.com,com,274,190,54842,123854
275,8,columbia.edu,edu,54712,107564,columbia.edu,edu,275,8,54621,107642
276,191,vice.com,com,54672,124226,vice.com,com,277,191,54571,124301
277,31,de.wikipedia.org,org,54667,160099,de.wikipedia.org,org,276,31,54593,160295
278,8,news.bbc.co.uk,uk,54564,115998,news.bbc.co.uk,uk,280,8,54432,116097
279,192,myshopify.com,com,54517,122729,myshopify.com,com,278,192,54555,123040
280,193,finance.yahoo.com,com,54510,115084,finance.yahoo.com,com,282,195,54342,115308
281,194,quora.com,com,54504,120606,quora.com,com,281,194,54418,120810
282,195,marketwatch.com,com,54474,117570,marketwatch.com,com,279,193,54448,117874
283,1,g.page,page,54110,129893,g.page,page,284,1,53988,129933
284,10,epa.gov,gov,54023,115424,epa.gov,gov,285,10,53867,115632
285,9,umich.edu,edu,54012,105789,umich.edu,edu,283,9,53996,105918
286,32,dx.doi.org,org,53896,100156,dx.doi.org,org,286,32,53858,100204
287,196,pixabay.com,com,53893,131250,pixabay.com,com,287,196,53822,131349
288,197,vox.com,com,53726,117826,vox.com,com,289,197,53662,118207
289,10,yale.edu,edu,53714,106338,yale.edu,edu,288,10,53694,106484
290,198,sciencedaily.com,com,53707,115710,sciencedaily.com,com,290,198,53506,115755
291,199,hubspot.com,com,53445,113137,hubspot.com,com,291,199,53408,113454
292,200,tripod.com,com,53369,108122,tripod.com,com,292,200,53290,108260
293,201,books.google.com,com,53281,114474,books.google.com,com,294,201,53127,114371
294,33,addons.mozilla.org,org,53196,104209,addons.mozilla.org,org,293,33,53175,104342
295,1,business.site,site,53178,115508,business.site,site,296,1,53058,115647
296,202,businesswire.com,com,53134,108637,businesswire.com,com,297,203,53052,108813
297,203,zdnet.com,com,53114,102368,zdnet.com,com,298,204,52963,102509
298,204,redhat.com,com,53072,85931,redhat.com,com,295,202,53082,86011
299,205,disqus.com,com,53056,115464,disqus.com,com,300,206,52908,115447
300,206,wikihow.com,com,52955,117239,wikihow.com,com,302,208,52780,117216
301,207,cisco.com,com,52946,92516,cisco.com,com,299,205,52915,92608
302,208,geocities.com,com,52774,103963,geocities.com,com,301,207,52790,104138
303,209,feeds.feedburner.com,com,52773,125464,feeds.feedburner.com,com,303,209,52654,125380
304,11,psu.edu,edu,52712,103692,psu.edu,edu,304,11,52626,103802
305,210,netflix.com,com,52684,121219,netflix.com,com,306,210,52500,121234
306,34,iso.org,org,52645,87792,iso.org,org,305,34,52615,87862
307,11,noaa.gov,gov,52545,106364,noaa.gov,gov,307,11,52428,106514
308,211,gofundme.com,com,52443,122571,gofundme.com,com,309,211,52330,122786
309,2,cbc.ca,ca,52399,118765,cbc.ca,ca,308,2,52366,119145
310,212,intel.com,com,52387,92678,intel.com,com,314,213,52028,92313
311,9,guardian.co.uk,uk,52386,109276,guardian.co.uk,uk,310,9,52278,109459
312,12,state.gov,gov,52237,106420,state.gov,gov,311,12,52130,106538
313,1,vkontakte.ru,ru,52115,124993,vkontakte.ru,ru,312,1,52090,124974
314,213,sun.com,com,52029,82423,sun.com,com,313,212,52043,82438
315,1,abc.net.au,au,51984,113682,abc.net.au,au,317,1,51911,113910
316,214,example.com,com,51982,98600,example.com,com,316,215,51920,98652
317,215,plesk.com,com,51958,160524,plesk.com,com,315,214,51957,160676
318,12,upenn.edu,edu,51901,100724,upenn.edu,edu,318,12,51851,100877
319,216,engadget.com,com,51800,108292,engadget.com,com,319,216,51733,108450
320,35,worldbank.org,org,51673,98380,worldbank.org,org,320,35,51540,98477
321,1,or.kr,kr,51521,108291,or.kr,kr,321,1,51448,108447
322,36,upload.wikimedia.org,org,51397,111154,upload.wikimedia.org,org,323,36,51270,111143
323,217,arcgis.com,com,51360,100946,arcgis.com,com,322,217,51279,101072
324,218,indiatimes.com,com,51311,111992,indiatimes.com,com,325,219,51180,112083
325,219,newyorker.com,com,51303,112083,newyorker.com,com,324,218,51182,112131
326,37,cambridge.org,org,51272,101533,cambridge.org,org,326,37,51177,101662
327,220,fastcompany.com,com,51152,106917,fastcompany.com,com,327,220,51045,107062
328,221,android.com,com,50825,95284,android.com,com,329,221,50691,95358
329,3,fb.me,me,50806,104501,fb.me,me,328,3,50702,104524
330,13,academia.edu,edu,50616,103494,academia.edu,edu,331,13,50495,103428
331,2,yandex.ru,ru,50610,162494,yandex.ru,ru,330,2,50597,162497
332,10,ox.ac.uk,uk,50548,95643,ox.ac.uk,uk,334,10,50420,95765
333,222,docs.microsoft.com,com,50548,92150,docs.microsoft.com,com,333,223,50422,91929
334,223,fortune.com,com,50507,103799,fortune.com,com,336,225,50352,103951
335,224,alibaba.com,com,50474,103417,alibaba.com,com,332,222,50456,103659
336,225,dribbble.com,com,50428,118775,dribbble.com,com,335,224,50389,118876
337,226,britannica.com,com,50331,108280,britannica.com,com,338,226,50200,108389
338,227,psychologytoday.com,com,50200,117374,psychologytoday.com,com,339,227,50059,117571
339,38,jigsaw.w3.org,org,50166,100025,jigsaw.w3.org,org,337,38,50203,100120
340,39,mayoclinic.org,org,49941,119611,mayoclinic.org,org,343,39,49767,119696
341,4,line.me,me,49926,147023,line.me,me,340,4,49960,147117
342,228,podcasts.apple.com,com,49917,112391,podcasts.apple.com,com,341,228,49831,112578
343,229,investopedia.com,com,49901,109828,investopedia.com,com,342,229,49785,109978
344,230,gizmodo.com,com,49665,105449,gizmodo.com,com,348,232,49453,105361
345,231,groups.google.com,com,49640,90203,groups.google.com,com,345,230,49566,90209
346,232,photobucket.com,com,49637,108108,photobucket.com,com,347,231,49531,108059
347,14,umn.edu,edu,49557,95839,umn.edu,edu,346,14,49561,96003
348,40,plos.org,org,49419,97025,plos.org,org,344,40,49613,97754
349,233,meetup.com,com,49394,102903,meetup.com,com,350,234,49363,102956
350,234,web.facebook.com,com,49373,126709,web.facebook.com,com,351,235,49340,126609
351,235,wpengine.com,com,49352,113436,wpengine.com,com,349,233,49424,113859
352,2,gouv.fr,fr,49321,111024,gouv.fr,fr,352,2,49321,111418
353,236,inc.com,com,49292,104376,inc.com,com,353,236,49173,104539
354,15,wisc.edu,edu,49165,94662,wisc.edu,edu,354,15,49084,94657
355,237,nypost.com,com,49135,110172,nypost.com,com,356,238,49032,110388
356,238,zendesk.com,com,48998,93778,zendesk.com,com,357,239,49029,94125
357,239,afternic.com,com,48935,104360,afternic.com,com,355,237,49053,104726
358,240,web.whatsapp.com,com,48926,138534,web.whatsapp.com,com,358,240,48858,138560
359,241,scientificamerican.com,com,48723,102559,scientificamerican.com,com,360,242,48601,102841
360,242,constantcontact.com,com,48719,111625,constantcontact.com,com,359,241,48744,111863
361,243,theconversation.com,com,48687,102422,theconversation.com,com,361,243,48478,102534
362,244,entrepreneur.com,com,48516,103720,entrepreneur.com,com,362,244,48464,103989
